id	chr	site	pos	qtn_cor
258	1	16854	0.052474722133141	0.0212315886894601
259	1	16922	0.052688910038989	0.0702690521117873
260	1	16940	0.0527437407176242	0.128955193903793
261	1	16978	0.052857080281862	-0.0617647736018494
262	1	17080	0.0531680115053216	0.1172929291131
263	1	17221	0.0535887300952154	0.0333845383640025
264	1	17244	0.0536668809443956	0.108877440994859
265	1	17249	0.0536746224645343	-0.0302061485696641
266	1	17251	0.05368065950298	-0.00119606030279649
267	1	17314	0.0538842523786253	-0.0150188932746185
268	1	17385	0.0541134458591083	-0.0714419751341003
269	1	17437	0.0543214467366163	-0.00335877534616007
270	1	17510	0.0545763673467105	0.0050677576428619
271	1	17527	0.0546345979268287	-0.0166717870463815
272	1	17576	0.0548513123695582	-0.0304587921275129
273	1	17642	0.0550673566044348	0.0643659490102875
274	1	17709	0.0552497771842432	-0.0241576592818133
275	1	17774	0.0554263967213261	0.051594361889341
276	1	17923	0.0558837112577407	-0.0342371969741029
277	1	18060	0.0563270007868068	-0.00552116766218085
278	1	18291	0.0569988931434133	-0.0236159483358098
279	1	18296	0.0570235645500921	0.0541935625845909
280	1	18304	0.0570402657075245	-0.0541935625845909
281	1	18385	0.0572915957216242	0.0472208290285706
282	1	18487	0.0576415346269855	0.0234931455628547
283	1	18518	0.0577338652484116	-0.0544341107321932
284	1	18601	0.0579902543959804	0.0429844841955836
285	1	18739	0.0583930112609377	-0.00932860264675937
286	1	18931	0.058990510491022	0.0088041456082711
287	1	18955	0.059068209036663	0.0255505131704928
288	1	19133	0.0596834580415841	0.0108223950584969
289	1	19223	0.0600389494368364	-0.113441787118374
290	1	19226	0.0600508544882125	-0.0263480324522731
291	1	19248	0.0601056670731638	0.0449742581181051
292	1	19285	0.0602221962801368	-0.0504324905358694
293	1	19350	0.0604393937025248	0.0661026049519651
294	1	19367	0.0604889121156486	0.088411756597329
295	1	19394	0.0605792123295973	-0.0268714367533145
296	1	19409	0.060661420736226	0.00654901900720956
297	1	19548	0.0610836579866301	-0.0170151618996763
298	1	19611	0.0613216005844371	0.0050677576428619
299	1	19666	0.0614745663767266	0.0331712920227736
300	1	19759	0.0617754131089174	0.0578568997560067
301	1	19780	0.0618401923023521	-0.0258503290295705
302	1	19794	0.0618915927358676	0.11707198515935
303	1	19905	0.0622988762883466	0.00936703439904685
304	1	20038	0.0627956438795098	-0.0627091631972091
305	1	20063	0.0628576578858065	-0.16083104503618
306	1	20086	0.0629135746418251	0.0744642031523468
307	1	20125	0.0630459562547511	0.0763258272362392
308	1	20144	0.0631225211327026	0.0791313813429918
309	1	20261	0.0634609730093398	0.0494550431761322
310	1	20414	0.0639926131551572	0.0050677576428619
311	1	20461	0.0641113808727135	0.0254423908263765
312	1	20550	0.0644474760988188	-0.0408694920904207
313	1	20653	0.0648040300652597	0.128955193903793
314	1	20782	0.0651190041899912	0.0790804572107207
315	1	20827	0.0652586619139841	-0.125613423920349
316	1	20884	0.0655062310048863	-0.077431854302049
317	1	20916	0.0655988203904464	0.0557377923859676
318	1	20924	0.0656301424243481	0.0283423487715596
319	1	20961	0.0657668060374744	0.0267712652944519
320	1	20987	0.065863781282075	-0.083604899560503
321	1	21013	0.0659571816826037	0.000712541757617923
322	1	21064	0.0661510623842056	0.0474803878022693
323	1	21116	0.0662948392195493	-0.0100170540479834
324	1	21190	0.0665542505863249	-0.00438996396773599
325	1	21209	0.0665872749922896	-0.0380588330589887
326	1	21245	0.0666647186271978	0.0258696222898608
327	1	21371	0.0670690759309203	0.0583555551972402
328	1	21442	0.0672420801540704	0.0474803878022693
329	1	21465	0.0673330200027394	0.0171251705058253
330	1	21499	0.0674790723762335	0.051594361889341
331	1	21604	0.0678206789251441	-0.0902486359990193
332	1	21824	0.0686987681836159	-0.0939424771490318
333	1	21932	0.0689808113362675	-0.083604899560503
334	1	22038	0.0692995741418333	0.00307235493779953
335	1	22063	0.0693690287673796	-0.123432369567495
336	1	22084	0.0694386532695222	0.00775670339270934
337	1	22175	0.0697575594465375	-0.0786026028743884
338	1	22202	0.0698743540513145	0.0270147034047394
339	1	22240	0.0700033762720961	-0.051651248170837
340	1	22293	0.0701903181942245	-0.0466303628607443
341	1	22303	0.0702202638954372	0.03661784905248
342	1	22384	0.0705360166910342	-0.0807086935410448
343	1	22404	0.0706099735154265	0.0756346520061815
344	1	22437	0.0707013134291227	-0.0227327625069985
345	1	22476	0.0708174902322441	0.0453370957222324
346	1	22641	0.0713703962920194	-0.0233573041720611
347	1	22649	0.0714047297289909	-0.0288764559218983
348	1	22909	0.0724979732270207	0.00822840097313158
349	1	23073	0.0731596460791348	-0.0197307741843946
350	1	23084	0.0731982930294204	-0.0177210288318934
351	1	23148	0.0734825810347865	-0.0213268134137105
352	1	23277	0.0739037247705134	-0.124962084570668
353	1	23338	0.0740777832594029	-0.00015989836048339
354	1	23345	0.0741118341789095	-0.100186259253485
355	1	23396	0.0742815182938339	-0.0263782121645833
356	1	23632	0.0749224561607091	-0.0751148607509824
357	1	23899	0.0755994333784043	0.0930433268146511
358	1	23965	0.075757216117644	0.121749127236159
359	1	23990	0.0758014867192314	-0.0280455320540861
360	1	24010	0.0758536142110728	-0.0407857368046926
361	1	24206	0.0763301007309693	0.0378505421470304
362	1	24236	0.0764176203887643	0.0347423966546225
363	1	24372	0.0768825690145577	0.0970210157297118
364	1	24381	0.0769125678617275	-0.0970210157297118
365	1	24445	0.0771253210442378	-0.0525905503321945
366	1	24534	0.0773967430401684	0.0247759545853911
367	1	24554	0.0774383290703658	0.0378005653053223
368	1	24615	0.0776298802784729	0.0412276956202946
369	1	24814	0.0781212557309233	0.0402164383435093
370	1	24828	0.0781631357339568	0.108804669172088
371	1	24888	0.0782946801295644	0.00406059549074645
372	1	24932	0.0783871181928429	0.0333035855163338
373	1	25015	0.0786863985493869	0.0795877384925875
374	1	25117	0.0790611582968352	-0.0269930350153499
375	1	25153	0.0791536754932654	-0.00955736668030258
376	1	25154	0.0791669510288362	-0.00451168874320288
377	1	25157	0.0791761651512971	0.0756716101994327
378	1	25188	0.0792556856700268	-0.0262311467834682
379	1	25198	0.0792713786935275	0.0682849436019078
380	1	25260	0.0794790064409382	0.0140533392647032
381	1	25320	0.0797158914747281	0.095684756419823
382	1	25540	0.0803520183078904	-0.0692938954688201
383	1	25608	0.0805323168915252	-0.0715319008292906
384	1	25741	0.0809599118726967	-0.0451182962588435
385	1	25773	0.0810373749643367	0.128955193903793
386	1	25786	0.081066754083164	0.051594361889341
387	1	25821	0.0811806605196681	0.0582714744547703
388	1	25840	0.0812131298719247	-0.04872390282731
389	1	25896	0.0813670402324129	0.00659182698976464
390	1	25938	0.0815017418347548	0.00603013825410586
391	1	26012	0.0816899228263063	0.0153896325675126
392	1	26085	0.0819346073182082	-0.0197307741843946
393	1	26139	0.0820803161075536	0.00756050917263823
394	1	26258	0.0825236749285157	-0.0676207294635266
395	1	26327	0.082662716785292	-0.0747940913143283
396	1	26491	0.0830373038268797	-0.0441855068263264
397	1	26523	0.0830980220293298	0.0748535048880554
398	1	26586	0.0832211553026134	-0.0496278580916522
399	1	26617	0.08331438711564	-0.0496278580916522
400	1	26658	0.0834097931468592	0.00687524166007077
401	1	26775	0.0838043471416257	-0.0456158245698656
402	1	26785	0.0838284924699323	-0.0113284795288635
403	1	26910	0.0842171165728152	0.0650665784423739
404	1	26975	0.0843914646073828	-0.00522285198998681
405	1	27121	0.0850487730909297	-0.069106368580369
406	1	27294	0.0856566504376065	0.0683790784356306
407	1	27324	0.0857200904803819	-0.0145974960471654
408	1	27328	0.0857378140377008	-0.0213505704663085
409	1	27342	0.0857589929388927	0.0616167215987567
410	1	27370	0.0858349014451855	-0.0301906496078486
411	1	27378	0.08584500837604	0.0312752669439864
412	1	27409	0.085923584731793	-0.0265689580712676
413	1	27454	0.0860555385132106	-0.100974834970188
414	1	27491	0.0861673838095708	0.0240891206226306
415	1	27830	0.0872620752859082	0.0314623286994343
416	1	27842	0.0873178309504093	-0.10738439491081
417	1	27898	0.0875197826930629	-0.0403717649004641
418	1	27927	0.0876159924969895	-0.137078954054697
419	1	27943	0.0876780039414361	0.077653015338091
420	1	27971	0.0877480848768863	-0.0170151618996763
421	1	28087	0.0880450919194779	0.097706456830737
422	1	28218	0.0883926145993825	0.0258696222898608
423	1	28232	0.0884358902073171	0.0296304146979211
424	1	28301	0.0886174179488899	0.0243614984658242
425	1	28320	0.0886592225331625	0.0505164498032242
426	1	28380	0.0888352135879249	0.00622718919807732
427	1	28437	0.0890613199876063	-0.0163329422922804
428	1	28444	0.0890712198596699	-0.0100156862641228
429	1	28570	0.0893483955741604	-0.0740189433043311
430	1	28619	0.0895060436281251	0.105230785462941
431	1	28675	0.0896676325525401	-0.0427480117143258
432	1	28682	0.0896829737159004	0.0419233339097171
433	1	28764	0.0900172563772345	0.0830648713694268
434	1	28774	0.0900727211405906	0.0660485878337763
435	1	28862	0.0904368434873734	-0.0251195246557564
436	1	28956	0.0906734292797488	0.0685221257499948
437	1	28973	0.0907035472117406	-0.00586360608970922
438	1	29031	0.0909350502745075	0.118281931764575
439	1	29063	0.0910220399677646	-0.0614547769981499
440	1	29215	0.0915059179774634	-0.0960684485374657
441	1	29238	0.091553806903575	0.0537316385707298
442	1	29275	0.091689543474716	0.0463897304319323
443	1	29370	0.0919161264279678	0.0149454929936289
444	1	29392	0.0919590015937552	-0.00806892742286977
445	1	29395	0.0919697942147535	0.0125389533411995
446	1	29423	0.0920652690440997	0.0368095918562465
447	1	29517	0.0923893759667132	-0.0856246856886936
448	1	29522	0.0924047146212896	-0.00120909414116906
449	1	29545	0.0925065828847303	-0.0103367203432676
450	1	29647	0.0927481445994807	0.0704090977162008
451	1	29648	0.092752545248933	0.103105950485302
452	1	29764	0.0930828574808616	-0.0392470088257801
453	1	29810	0.0932576458992726	-0.0611561018441357
454	1	29904	0.0935676896852968	-0.020132559564138
455	1	30115	0.0941160946745801	0.0435885180559802
456	1	30140	0.0942072074776183	0.00654901900720956
457	1	30328	0.0947410634582481	0.00413573321931261
458	1	30431	0.0950442967184736	-0.0170151618996763
459	1	30488	0.0952103508305258	-0.0703853712737905
460	1	30533	0.0952952364426058	-0.00536230227838439
461	1	30578	0.0954239777402101	-0.0400094552866891
462	1	30635	0.095573205988261	0.0149565099050226
463	1	30696	0.0956965881419982	0.028074050097449
464	1	30762	0.0958716882759955	-0.0594555771699461
465	1	30770	0.0959062304198514	-0.00234289051606546
466	1	30950	0.0965333196955999	-0.0741159555268553
467	1	31073	0.0968647556567583	-0.062343073289533
468	1	31076	0.0968718116979657	-0.0667243134135629
469	1	31119	0.0969680573420509	0.0405316328906708
470	1	31234	0.0973243964607709	0.0270147034047394
471	1	31294	0.0975694117745824	0.00585467936332948
472	1	31350	0.0977491209808823	-0.0153273495450764
473	1	31427	0.0979403787571216	-0.000239068501015023
474	1	31468	0.0980212871763044	-0.0446342087745705
475	1	31488	0.0980759404039203	0.0724398954174657
476	1	31523	0.098180029364892	0.0314623286994343
477	1	31617	0.0985113023445267	-0.138947222971393
478	1	31650	0.0985963142551177	-0.0983195088743707
479	1	31655	0.0986387290233595	0.0983195088743707
480	1	31724	0.0988569590963714	-0.0302061485696641
481	1	31876	0.0992505339993192	-0.0741159555268553
482	1	31901	0.0993439568155026	-0.0523357544491671
483	1	32029	0.0997339228498317	0.00667278454714871
484	1	32096	0.0999255350145035	-0.0381610170877393
485	1	32111	0.0999697644105086	0.0479918441172719
486	1	32138	0.100080674754816	-0.0118383053886736
487	1	32299	0.100562918725432	-0.0798467681822105
488	1	32332	0.100643549907992	0.0710606747088899
489	1	32346	0.100668716028074	-0.112020132764454
490	1	32439	0.100936084561435	-0.0177346746812603
491	1	32476	0.101058770492569	-0.0102529757907082
492	1	32481	0.101079003393283	0.0224271652793874
493	1	32496	0.101123476587307	0.0409786229104218
494	1	32512	0.101175119427978	0.0538007427390476
495	1	32551	0.10128103225785	-0.0913462155323631
496	1	32593	0.101429445973161	0.0233462983894098
497	1	32657	0.101574183734161	-0.03352574664051
498	1	32672	0.101628291061405	-0.0227421599654437
499	1	32689	0.101671864532646	-0.0219336658395078
500	1	32843	0.10209408734195	-0.0486672467997376
501	1	33020	0.1026852299597	-0.0727235103076558
502	1	33143	0.103109581668436	-0.0572809094137536
503	1	33175	0.103215080442441	-0.00696721998873899
504	1	33182	0.103257020414913	-0.0170151618996763
505	1	33193	0.103277193904343	-0.00655116607518721
506	1	33219	0.103383607280338	-0.00845025293227498
507	1	33336	0.103673291506502	-0.00582590976872718
508	1	33549	0.104364676436532	0.0332017072984301
509	1	33553	0.104384038994412	0.0014018690937349
510	1	33569	0.104416819812703	0.00829644324365413
511	1	33592	0.104476036940486	-0.0743115229485757
512	1	33781	0.105041603500794	-0.00688686149804046
513	1	33987	0.105728012279355	-0.0289023657266272
514	1	34043	0.10590757697759	-0.00214092692653976
515	1	34156	0.106166978149533	-0.0499203533056925
516	1	34223	0.10634827808369	0.10570075252309
517	1	34245	0.106403411518865	-0.0323858343827069
518	1	34302	0.106572345266173	0.0192478138691754
519	1	34305	0.106578664851086	0.0317690418463424
520	1	34338	0.106685054850206	-0.0488980721895057
521	1	34549	0.107309703634587	0.112836949365131
522	1	34571	0.107365226982051	-0.0488980721895057
523	1	34629	0.107507889787165	-0.0165636864352349
524	1	34754	0.107882561562657	0.00717769867001919
525	1	34905	0.108468364915072	0.0423848435387332
526	1	34908	0.108470776857125	-0.0181001599270311
527	1	35012	0.108765666994492	0.187547566627792
528	1	35144	0.109230262763744	-0.0550312287613554
529	1	35363	0.109935933003008	0.0908563076093953
530	1	35368	0.109943535889772	-0.0302061485696641
531	1	35463	0.110174606919084	0.0973340444153526
532	1	35617	0.110637414227953	0.108681912097446
533	1	35769	0.111124629875567	-0.0304587921275129
534	1	35789	0.11119108744594	0.0023550911353355
535	1	35817	0.111264647879655	0.0781790052037487
536	1	35942	0.111678579115997	-0.0230133064935647
537	1	35947	0.111688724844444	-0.0857545991175412
538	1	36190	0.112433704592879	0.00281421081813534
539	1	36201	0.112495990085478	-0.0436838031716522
540	1	36244	0.112640886867379	-0.0151294650161984
541	1	36330	0.112903197054917	0.0998079743372584
542	1	36376	0.11307547200632	-0.0531153775584388
543	1	36383	0.113091514210022	0.0436768855349914
544	1	36404	0.113180879387193	0.0393740956369902
545	1	36424	0.113230902595432	0.114875539637427
546	1	36570	0.113642345508728	-0.0857545991175412
547	1	36591	0.113691975130577	-0.0087054163127666
548	1	36613	0.113766979069491	-0.117557333266375
549	1	36709	0.11399750184124	0.0116691823822148
550	1	36745	0.114092042759824	-0.0637368299620674
551	1	36760	0.114152763563517	-0.0492237089636517
552	1	36779	0.114195870545391	0.0050677576428619
553	1	36807	0.114317545275398	0.045080441790234
554	1	36845	0.114466939617676	0.045080441790234
555	1	36875	0.114591022899601	-0.0743914463291521
556	1	36961	0.114913574501776	0.0235829384305373
